kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"238741","032","03212","425911","0000000","0000","000","0","0","0","00000000","0000","2",30/01/2023,56
"238741","032","03212","425119","0000000","0000","000","0","D","0","00000001","0000","2",30/05/2023,1515000
"440013","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",15/03/2023,3800000
"403828","032","03212","425289","0000000","0000","000","0","D","0","00000001","0000","2",30/03/2023,60000
"622035","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/02/2023,4575354
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",15/03/2023,1500000
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",04/06/2023,2250000
"427511","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",26/05/2023,450000
"238010","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",11/04/2023,4000000
"238010","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",23/05/2023,1181500
"403823","032","03212","425621","0000000","0000","000","0","D","0","00000001","0000","2",27/06/2023,-160000
"653526","032","03212","425421","0000000","0000","000","0","D","0","00000001","0000","2",13/02/2023,42880000
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",24/02/2023,3195000
"403832","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",07/03/2023,152000
"403879","032","03212","425411","0000000","0000","000","0","D","0","00000001","0000","2",04/05/2023,200000
"403879","032","03212","425411","0000000","0000","000","0","D","0","00000001","0000","2",19/05/2023,575000
"427582","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",20/02/2023,1000000
"427582","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",08/06/2023,350000
"238755","032","03212","425131","0000000","0000","000","0","0","0","00000000","0000","2",01/08/2023,2151169
"238755","032","03212","425131","0000000","0000","000","0","D","0","00000001","0000","2",16/03/2023,500000
"403837","032","03212","425412","0000000","0000","000","0","D","0","00000001","0000","2",09/03/2023,100000
"237373","032","03212","425151","0000000","0000","000","0","D","0","00000001","0000","2",28/03/2023,1200000
"403875","032","03212","425699","0000000","0000","000","0","D","0","00000001","0000","2",21/02/2023,2500
"403827","032","03212","425129","0000000","0000","000","0","D","0","00000001","0000","2",03/03/2023,66669999
"403827","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",25/07/2023,10000000
"403828","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",04/05/2023,1890000
"403828","032","03212","425112","0000000","0000","000","0","D","0","00000001","0000","2",31/05/2023,6750000
