kdsatker,ba,baes1,akun,program,kegiatan,output,kewenangan,sumber_dana,cara_tarik,kdregister,lokasi,budget_type,tanggal,amount
"427551","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0601","2",20/07/2023,3975000
"427573","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0805","7",20/01/2023,-27
"403817","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0855","2",01/02/2023,740000
"403817","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0855","2",01/03/2023,7117600
"403817","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0855","2",15/03/2023,292000
"427573","032","03212","522119","03212WA","2378","EBA","2","A","0","00000001","0805","2",05/04/2023,10614000
"427573","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0805","2",05/04/2023,25000000
"403817","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0855","2",04/04/2023,15543802
"403817","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0855","2",13/04/2023,11300000
"403817","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0855","2",24/05/2023,16836480
"403817","032","03212","523129","03212WA","2378","EBA","2","A","0","00000001","0855","2",16/05/2023,6142185
"403817","032","03212","511119","03212WA","2378","EBA","2","A","0","00000001","0855","2",05/06/2023,856
"427573","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0805","2",01/06/2023,55548700
"427573","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0805","2",06/06/2023,256760
"427573","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0805","2",12/07/2023,13176000
"403817","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0855","2",21/07/2023,3163196
"403823","032","03212","524111","03212DL","2375","QDD","2","A","0","00000001","1151","2",15/02/2023,19066670
"403823","032","03212","511621","03212WA","2378","EBA","2","A","0","00000001","1151","2",01/03/2023,8009550
"403823","032","03212","511619","03212WA","2378","EBA","2","A","0","00000001","1151","2",01/03/2023,3201
"403823","032","03212","524111","03212WA","2378","EBD","2","A","0","00000001","1151","2",21/03/2023,1478980
"403823","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1151","2",26/05/2023,4411500
"403823","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1151","2",12/06/2023,1568000
"403823","032","03212","522112","03212WA","2378","EBA","2","A","0","00000001","1151","2",27/06/2023,1730559
"403823","032","03212","512211","03212WA","2378","EBA","2","A","0","00000001","1151","2",04/07/2023,634000
"403823","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","1151","2",10/07/2023,10124740
"652009","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","1206","2",16/01/2023,40837100
"652009","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","1206","2",01/02/2023,12126300
"652009","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","1206","2",01/03/2023,34141
"652009","032","03212","521219","03212DL","2376","SAC","2","A","0","00000001","1206","2",10/03/2023,44100000
"652009","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","1206","2",01/04/2023,34141
"652009","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","1206","2",26/04/2023,27407565
"652009","032","03212","511152","03212WA","2378","EBA","2","A","0","00000001","1206","2",24/05/2023,31265200
"652009","032","03212","511123","03212WA","2378","EBA","2","A","0","00000001","1206","2",05/06/2023,540000
"652009","032","03212","521112","03212DL","2376","SAC","2","A","0","00000001","1206","2",03/07/2023,43803148
"652009","032","03212","521211","03212DL","2376","SAC","2","A","0","00000001","1206","2",14/07/2023,4489000
"653526","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0211","2",01/02/2023,26100000
"403824","032","03212","521115","03212WA","2378","EBA","2","A","0","00000001","0210","2",06/02/2023,6600000
"653526","032","03212","521119","03212WA","2378","EBA","2","A","0","00000001","0211","2",25/01/2023,21655000
"403824","032","03212","521111","03212WA","2378","EBA","2","A","0","00000001","0210","2",03/03/2023,7800000
"403824","032","03212","521811","03212WA","2378","EBA","2","A","0","00000001","0210","2",08/03/2023,35666000
"653526","032","03212","524111","03212WA","2378","EBA","2","A","0","00000001","0211","2",15/03/2023,3403500
"653526","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0211","2",14/04/2023,12944662
"653526","032","03212","521211","03212WA","4345","EBC","2","A","0","00000001","0211","2",12/04/2023,14630000
"653526","032","03212","523111","03212WA","2378","EBA","2","A","0","00000001","0211","2",04/04/2023,62613000
"653526","032","03212","511151","03212WA","2378","EBA","2","A","0","00000001","0211","2",01/05/2023,3290000
"653526","032","03212","511125","03212WA","2378","EBA","2","A","0","00000001","0211","2",01/05/2023,339235
"653526","032","03212","523121","03212WA","2378","EBA","2","A","0","00000001","0211","2",22/05/2023,15400000
